cluster_id,satellite_image_available,predicted_landcover_class,prediction_confidence,image_date,cloud_cover,image_source,observation_status,satellite_item_id
122,False,UNKNOWN,,2026-08-02,99.181187,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 99.2%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGQ_20260805T101109
123,False,UNKNOWN,,2026-08-02,91.766423,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 91.8%, threshold: 30.0%)",S2B_MSIL2A_20260803T051649_R062_T43PGR_20260803T090709
124,False,UNKNOWN,,2026-08-02,93.506211,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGR_20260805T101109
125,False,UNKNOWN,,2026-08-02,91.766423,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 91.8%, threshold: 30.0%)",S2B_MSIL2A_20260803T051649_R062_T43PGR_20260803T090709
126,False,UNKNOWN,,2026-08-02,93.506211,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGR_20260805T101109
127,False,UNKNOWN,,2026-08-02,93.506211,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGR_20260805T101109
128,False,UNKNOWN,,2026-08-02,93.506211,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGR_20260805T101109
129,False,UNKNOWN,,2026-08-02,93.506211,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGR_20260805T101109
130,False,UNKNOWN,,2026-08-02,76.007718,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 76.0%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T44PKA_20260805T101109
131,False,UNKNOWN,,2026-08-02,76.007718,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 76.0%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T44PKA_20260805T101109
132,False,UNKNOWN,,2026-08-02,90.955275,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 91.0%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T44PLB_20260805T101109
133,False,UNKNOWN,,2026-08-02,91.367048,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 91.4%, threshold: 30.0%)",S2B_MSIL2A_20260803T051649_R062_T43PFS_20260803T090709
134,False,UNKNOWN,,2026-08-02,84.092009,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.1%, threshold: 30.0%)",S2B_MSIL2A_20260803T051649_R062_T43QFU_20260803T090709
135,False,UNKNOWN,,2026-08-02,77.199781,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 77.2%, threshold: 30.0%)",S2B_MSIL2A_20260803T051649_R062_T43QFV_20260803T090709
136,True,SeaLake,0.8906,2026-08-02T04:57:01.025000Z,7.48659,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.89),S2C_MSIL2A_20260802T045701_R119_T44QQE_20260802T095114
137,False,UNKNOWN,,2026-08-02,48.869789,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 48.9%, threshold: 30.0%)",S2C_MSIL2A_20260804T053641_R005_T43RDQ_20260804T102016
138,False,UNKNOWN,,2026-08-02,48.869789,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 48.9%, threshold: 30.0%)",S2C_MSIL2A_20260804T053641_R005_T43RDQ_20260804T102016
139,False,UNKNOWN,,2026-08-02,92.030734,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.0%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QUD_20260730T093008
140,False,UNKNOWN,,2026-08-02,91.30559,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 91.3%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QTD_20260804T082913
141,False,UNKNOWN,,2026-08-02,89.176798,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.2%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QVD_20260804T082913
142,False,UNKNOWN,,2026-08-02,91.30559,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 91.3%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QTD_20260804T082913
143,False,UNKNOWN,,2026-08-02,92.030734,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.0%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QUD_20260730T093008
144,False,UNKNOWN,,2026-08-02,93.588519,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.6%, threshold: 30.0%)",S2A_MSIL2A_20260729T044241_R033_T45QXE_20260729T095112
145,False,UNKNOWN,,2026-08-02,77.160925,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 77.2%, threshold: 30.0%)",S2A_MSIL2A_20260803T053251_R105_T43RFM_20260803T144710
146,False,UNKNOWN,,2026-08-02,93.840313,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.8%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QUC_20260804T082913
147,False,UNKNOWN,,2026-08-02,89.176798,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.2%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QVD_20260804T082913
148,False,UNKNOWN,,2026-08-02,89.176798,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.2%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QVD_20260804T082913
149,False,UNKNOWN,,2026-08-02,92.030734,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 92.0%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QUD_20260730T093008
150,False,UNKNOWN,,2026-08-02,70.902222,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.9%, threshold: 30.0%)",S2A_MSIL2A_20260729T044241_R033_T45QXF_20260729T095112
151,False,UNKNOWN,,2026-08-02,64.497,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.5%, threshold: 30.0%)",S2B_MSIL2A_20260801T043659_R033_T45QVG_20260801T082248
152,False,UNKNOWN,,2026-08-02,64.497,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 64.5%, threshold: 30.0%)",S2B_MSIL2A_20260801T043659_R033_T45QVG_20260801T082248
153,False,UNKNOWN,,2026-08-02,70.634681,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.6%, threshold: 30.0%)",S2B_MSIL2A_20260801T043659_R033_T45QWG_20260801T082248
154,False,UNKNOWN,,2026-08-02,90.676767,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 90.7%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QUG_20260804T082913
155,False,UNKNOWN,,2026-08-02,70.634681,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 70.6%, threshold: 30.0%)",S2B_MSIL2A_20260801T043659_R033_T45QWG_20260801T082248
156,False,UNKNOWN,,2026-08-02,90.676767,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 90.7%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T45QUG_20260804T082913
157,False,UNKNOWN,,2026-08-02,94.572735,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QVG_20260730T093008
158,False,UNKNOWN,,2026-08-02,94.572735,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QVG_20260730T093008
159,False,UNKNOWN,,2026-08-02,94.572735,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QVG_20260730T093008
160,False,UNKNOWN,,2026-08-02,68.292457,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 68.3%, threshold: 30.0%)",S2A_MSIL2A_20260728T051241_R019_T43PHS_20260728T101710
161,False,UNKNOWN,,2026-08-02,55.771196,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.8%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QME_20260802T095114
162,False,UNKNOWN,,2026-08-02,58.294326,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 58.3%, threshold: 30.0%)",S2B_MSIL2A_20260804T044659_R076_T44QQE_20260804T082913
163,False,UNKNOWN,,2026-08-02,55.771196,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 55.8%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QME_20260802T095114
164,True,SeaLake,0.5031,2026-08-02T04:57:01.025000Z,7.48659,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.50),S2C_MSIL2A_20260802T045701_R119_T44QQE_20260802T095114
165,True,SeaLake,0.9954,2026-08-04T04:46:59.024000Z,27.797109,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 1.00),S2B_MSIL2A_20260804T044659_R076_T44QQF_20260804T082913
166,False,UNKNOWN,,2026-08-02,80.609792,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 80.6%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QPG_20260802T095114
167,False,UNKNOWN,,2026-08-02,85.769647,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 85.8%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43QHC_20260805T102411
168,False,UNKNOWN,,2026-08-02,88.173217,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 88.2%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T44QLJ_20260805T102411
169,False,UNKNOWN,,2026-08-02,79.268587,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 79.3%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QNJ_20260802T095114
170,False,UNKNOWN,,2026-08-02,79.268587,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 79.3%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QNJ_20260802T095114
171,False,UNKNOWN,,2026-08-02,90.654171,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 90.7%, threshold: 30.0%)",S2C_MSIL2A_20260728T054641_R048_T42QXL_20260728T085814
172,False,UNKNOWN,,2026-08-02,84.178245,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.2%, threshold: 30.0%)",S2C_MSIL2A_20260801T052651_R105_T43RFL_20260801T103008
173,False,UNKNOWN,,2026-08-02,77.30478,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 77.3%, threshold: 30.0%)",S2C_MSIL2A_20260801T052651_R105_T43RFN_20260801T103008
174,False,UNKNOWN,,2026-08-02,84.324354,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.3%, threshold: 30.0%)",S2B_MSIL2A_20260803T051649_R062_T43PFT_20260803T090709
175,False,UNKNOWN,,2026-08-02,71.741408,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.7%, threshold: 30.0%)",S2A_MSIL2A_20260803T053251_R105_T43RDH_20260803T144710
176,False,UNKNOWN,,2026-08-02,73.356956,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 73.4%, threshold: 30.0%)",S2A_MSIL2A_20260803T053251_R105_T43REH_20260803T144710
177,False,UNKNOWN,,2026-08-03,37.454841,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 37.5%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QND_20260802T095114
178,False,UNKNOWN,,2026-08-03,84.126186,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.1%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44PKT_20260802T095114
179,False,UNKNOWN,,2026-08-03,61.620885,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 61.6%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44PLT_20260802T095114
180,False,UNKNOWN,,2026-08-03,69.667917,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 69.7%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44PLU_20260802T095114
181,False,UNKNOWN,,2026-08-03,69.667917,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 69.7%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44PLU_20260802T095114
182,False,UNKNOWN,,2026-08-03,37.454841,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 37.5%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QND_20260802T095114
183,False,UNKNOWN,,2026-08-03,37.454841,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 37.5%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QND_20260802T095114
184,False,UNKNOWN,,2026-08-03,57.296515,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 57.3%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QNE_20260802T095114
185,False,UNKNOWN,,2026-08-03,57.296515,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 57.3%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44QNE_20260802T095114
186,True,PermanentCrop,0.3157,2026-08-02T04:57:01.025000Z,27.607578,Sentinel-2_L2A,Satellite CNN prediction: PermanentCrop (confidence: 0.32),S2C_MSIL2A_20260802T045701_R119_T44QPE_20260802T095114
187,True,HerbaceousVegetation,1.0,2026-08-02T04:57:01.025000Z,7.48659,Sentinel-2_L2A,Satellite CNN prediction: HerbaceousVegetation (confidence: 1.00),S2C_MSIL2A_20260802T045701_R119_T44QQE_20260802T095114
188,False,UNKNOWN,,2026-08-03,78.422302,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 78.4%, threshold: 30.0%)",S2C_MSIL2A_20260804T053641_R005_T42QZJ_20260804T102016
189,False,UNKNOWN,,2026-08-03,86.443388,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 86.4%, threshold: 30.0%)",S2C_MSIL2A_20260808T051651_R062_T43PFS_20260808T101010
190,False,UNKNOWN,,2026-08-03,71.501476,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 71.5%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QUE_20260730T093008
191,False,UNKNOWN,,2026-08-03,63.765258,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 63.8%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QTE_20260730T093008
192,False,UNKNOWN,,2026-08-03,99.181187,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 99.2%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGQ_20260805T101109
193,False,UNKNOWN,,2026-08-03,87.187141,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 87.2%, threshold: 30.0%)",S2C_MSIL2A_20260730T044701_R076_T45QUF_20260730T093008
194,False,UNKNOWN,,2026-08-03,98.083621,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.1%, threshold: 30.0%)",S2C_MSIL2A_20260807T054641_R048_T42QWL_20260807T085410
195,False,UNKNOWN,,2026-08-03,98.083621,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 98.1%, threshold: 30.0%)",S2C_MSIL2A_20260807T054641_R048_T42QWL_20260807T085410
196,True,Pasture,0.6308,2026-07-31T05:06:49.024000Z,2.178389,Sentinel-2_L2A,Satellite CNN prediction: Pasture (confidence: 0.63),S2B_MSIL2A_20260731T050649_R019_T43PHK_20260731T085614
197,True,SeaLake,0.9302,2026-07-31T05:06:49.024000Z,10.03412,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.93),S2B_MSIL2A_20260731T050649_R019_T43PHL_20260731T085614
198,False,UNKNOWN,,2026-08-04,69.667917,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 69.7%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44PLU_20260802T095114
199,False,UNKNOWN,,2026-08-04,76.007718,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 76.0%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T44PKA_20260805T101109
200,False,UNKNOWN,,2026-08-04,32.748288,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 32.7%, threshold: 30.0%)",S2A_MSIL2A_20260804T050241_R119_T44PMB_20260804T114612
201,False,UNKNOWN,,2026-08-04,83.987302,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 84.0%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T44PKB_20260805T101109
202,True,SeaLake,0.9935,2026-07-31T05:06:49.024000Z,2.178389,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.99),S2B_MSIL2A_20260731T050649_R019_T43PHK_20260731T085614
203,True,SeaLake,0.9768,2026-07-31T05:06:49.024000Z,2.178389,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.98),S2B_MSIL2A_20260731T050649_R019_T43PHK_20260731T085614
204,True,River,0.5155,2026-07-31T05:06:49.024000Z,10.03412,Sentinel-2_L2A,Satellite CNN prediction: River (confidence: 0.52),S2B_MSIL2A_20260731T050649_R019_T43PHL_20260731T085614
205,False,UNKNOWN,,2026-08-04,93.506211,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 93.5%, threshold: 30.0%)",S2C_MSIL2A_20260805T050651_R019_T43PGR_20260805T101109
206,True,SeaLake,0.9792,2026-08-04T05:02:41.024000Z,29.531327,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.98),S2A_MSIL2A_20260804T050241_R119_T44PLB_20260804T114612
207,False,UNKNOWN,,2026-08-04,61.645091,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 61.6%, threshold: 30.0%)",S2C_MSIL2A_20260808T051651_R062_T44RLR_20260808T101010
208,False,UNKNOWN,,2026-08-04,77.160925,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 77.2%, threshold: 30.0%)",S2A_MSIL2A_20260803T053251_R105_T43RFM_20260803T144710
209,False,UNKNOWN,,2026-08-04,89.04568,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 89.0%, threshold: 30.0%)",S2B_MSIL2A_20260803T051649_R062_T43PGS_20260803T090709
210,False,UNKNOWN,,2026-08-04,96.112341,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 96.1%, threshold: 30.0%)",S2C_MSIL2A_20260807T054641_R048_T42QWK_20260807T085410
211,True,PermanentCrop,0.9703,2026-08-10T05:06:49.024000Z,2.036197,Sentinel-2_L2A,Satellite CNN prediction: PermanentCrop (confidence: 0.97),S2B_MSIL2A_20260810T050649_R019_T43PHL_20260810T085431
212,False,UNKNOWN,,2026-08-05,47.825363,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T43PGL_20260810T085431
213,False,UNKNOWN,,2026-08-05,65.886438,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 65.9%, threshold: 30.0%)",S2A_MSIL2A_20260804T050241_R119_T44PKR_20260804T114612
214,False,UNKNOWN,,2026-08-05,54.655421,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 54.7%, threshold: 30.0%)",S2C_MSIL2A_20260802T045701_R119_T44PMV_20260802T095114
215,True,SeaLake,0.8611,2026-08-10T05:06:49.024000Z,25.546271,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 0.86),S2B_MSIL2A_20260810T050649_R019_T44PLB_20260810T085431
216,False,UNKNOWN,,2026-08-05,38.296723,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 38.3%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PLB_20260810T085257
217,False,UNKNOWN,,2026-08-05,73.03347,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 73.0%, threshold: 30.0%)",S2B_MSIL2A_20260810T050649_R019_T44PLC_20260810T085257
218,True,SeaLake,0.9952,2026-08-10T05:06:49.024000Z,2.036197,Sentinel-2_L2A,Satellite CNN prediction: SeaLake (confidence: 1.00),S2B_MSIL2A_20260810T050649_R019_T43PHL_20260810T085431
219,False,UNKNOWN,,2026-08-05,65.886438,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 65.9%, threshold: 30.0%)",S2A_MSIL2A_20260804T050241_R119_T44PKR_20260804T114612
220,False,UNKNOWN,,2026-08-05,65.886438,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 65.9%, threshold: 30.0%)",S2A_MSIL2A_20260804T050241_R119_T44PKR_20260804T114612
221,False,UNKNOWN,,2026-08-05,65.886438,Sentinel-2_L2A,"Sentinel-2 observation available but obscured by cloud cover (best: 65.9%, threshold: 30.0%)",S2A_MSIL2A_20260804T050241_R119_T44PKR_20260804T114612
